reserve_dependency,forestry_intensity,replicate,step
0.8333333333333334,0.2,6,12
0.8666666666666667,0.2,6,13
0.8666666666666667,0.2,6,14
0.9,0.2,6,15
0.9,0.2,6,16
0.9,0.2,6,17
0.9,0.2,6,18
0.9,0.2,6,19
0.9,0.2,6,20
0.9,0.2,6,21
0.9,0.2,6,22
0.9,0.2,6,23
0.9,0.2,6,24
0.9,0.2,6,25
0.9,0.2,6,26
0.9,0.2,6,27
0.9,0.2,6,28
0.9,0.2,6,29
0.9,0.2,6,30
0.9,0.2,6,31
0.9,0.2,6,32
0.9,0.2,6,33
0.9,0.2,6,34
0.9,0.2,6,35
0.9,0.2,6,36
0.9,0.2,6,37
0.9,0.2,6,38
0.9,0.2,6,39
0.9,0.2,6,40
0.9,0.2,6,41
0.9,0.2,6,42
0.9,0.2,6,43
0.9,0.2,6,44
0.9,0.2,6,45
0.9,0.2,6,46
0.9,0.2,6,47
0.9,0.2,6,48
0.9,0.2,6,49
0.9,0.2,6,50
0.9,0.2,6,51
0.9,0.2,6,52
0.9,0.2,6,53
0.9,0.2,6,54
0.9,0.2,6,55
0.9,0.2,6,56
0.9,0.2,6,57
0.9,0.2,6,58
0.9,0.2,6,59
0.9,0.2,6,60
0.9,0.2,6,61
0.9,0.2,6,62
0.9,0.2,6,63
0.9,0.2,6,64
0.9,0.2,6,65
0.9,0.2,6,66
0.9,0.2,6,67
0.9,0.2,6,68
0.9,0.2,6,69
0.9,0.2,6,70
0.9,0.2,6,71
0.9,0.2,6,72
0.9,0.2,6,73
0.9,0.2,6,74
0.9,0.2,6,75
0.9,0.2,6,76
0.9,0.2,6,77
0.9,0.2,6,78
0.9,0.2,6,79
0.9,0.2,6,80
0.9,0.2,6,81
0.9,0.2,6,82
0.9,0.2,6,83
0.9,0.2,6,84
0.9,0.2,6,85
0.9,0.2,6,86
0.9,0.2,6,87
0.9,0.2,6,88
0.9,0.2,6,89
0.9,0.2,6,90
0.9,0.2,6,91
0.9,0.2,6,92
0.9,0.2,6,93
0.9,0.2,6,94
0.9,0.2,6,95
0.9,0.2,6,96
0.9,0.2,6,97
0.9,0.2,6,98
0.9,0.2,6,99
0.9,0.2,6,100
0.9,0.2,6,101
0.9,0.2,6,102
0.9,0.2,6,103
0.9,0.2,6,104
0.9,0.2,6,105
0.9,0.2,6,106
0.9,0.2,6,107
0.9,0.2,6,108
0.9,0.2,6,109
0.9,0.2,6,110
0.9,0.2,6,111
0.9,0.2,6,112
0.9,0.2,6,113
0.9,0.2,6,114
0.9,0.2,6,115
0.9,0.2,6,116
0.9,0.2,6,117
0.9,0.2,6,118
0.9,0.2,6,119
0.9,0.2,6,120
0.9,0.2,6,121
0.9,0.2,6,122
0.9,0.2,6,123
0.9,0.2,6,124
0.9,0.2,6,125
0.9,0.2,6,126
0.9,0.2,6,127
0.9,0.2,6,128
0.9,0.2,6,129
0.9,0.2,6,130
0.9,0.2,6,131
0.9,0.2,6,132
0.9,0.2,6,133
0.9,0.2,6,134
0.9,0.2,6,135
0.9,0.2,6,136
0.9,0.2,6,137
0.9,0.2,6,138
0.9,0.2,6,139
0.9,0.2,6,140
0.9,0.2,6,141
0.9,0.2,6,142
0.9,0.2,6,143
0.9,0.2,6,144
0.9,0.2,6,145
0.9,0.2,6,146
0.9,0.2,6,147
0.9,0.2,6,148
0.9,0.2,6,149
0.36666666666666664,0.2,7,0
0.36666666666666664,0.2,7,1
0.36666666666666664,0.2,7,2
0.4,0.2,7,3
0.4666666666666667,0.2,7,4
0.4666666666666667,0.2,7,5
0.5,0.2,7,6
0.5666666666666667,0.2,7,7
0.5666666666666667,0.2,7,8
0.6333333333333333,0.2,7,9
0.7,0.2,7,10
0.7333333333333333,0.2,7,11
0.8,0.2,7,12
0.8333333333333334,0.2,7,13
0.8333333333333334,0.2,7,14
0.8333333333333334,0.2,7,15
0.8666666666666667,0.2,7,16
0.8666666666666667,0.2,7,17
0.9,0.2,7,18
0.9,0.2,7,19
0.9333333333333333,0.2,7,20
0.9333333333333333,0.2,7,21
0.9333333333333333,0.2,7,22
0.9333333333333333,0.2,7,23
0.9333333333333333,0.2,7,24
0.9333333333333333,0.2,7,25
0.9333333333333333,0.2,7,26
0.9333333333333333,0.2,7,27
0.9333333333333333,0.2,7,28
0.9333333333333333,0.2,7,29
0.9333333333333333,0.2,7,30
0.9333333333333333,0.2,7,31
0.9333333333333333,0.2,7,32
0.9333333333333333,0.2,7,33
0.9333333333333333,0.2,7,34
0.9333333333333333,0.2,7,35
0.9333333333333333,0.2,7,36
0.9333333333333333,0.2,7,37
0.9333333333333333,0.2,7,38
0.9333333333333333,0.2,7,39
0.9333333333333333,0.2,7,40
0.9333333333333333,0.2,7,41
0.9333333333333333,0.2,7,42
0.9333333333333333,0.2,7,43
0.9333333333333333,0.2,7,44
0.9333333333333333,0.2,7,45
0.9333333333333333,0.2,7,46
0.9333333333333333,0.2,7,47
0.9333333333333333,0.2,7,48
0.9333333333333333,0.2,7,49
0.9333333333333333,0.2,7,50
0.9333333333333333,0.2,7,51
0.9333333333333333,0.2,7,52
0.9333333333333333,0.2,7,53
0.9333333333333333,0.2,7,54
0.9333333333333333,0.2,7,55
0.9333333333333333,0.2,7,56
0.9333333333333333,0.2,7,57
0.9333333333333333,0.2,7,58
0.9333333333333333,0.2,7,59
0.9333333333333333,0.2,7,60
0.9333333333333333,0.2,7,61
0.9333333333333333,0.2,7,62
0.9333333333333333,0.2,7,63
0.9333333333333333,0.2,7,64
0.9333333333333333,0.2,7,65
0.9333333333333333,0.2,7,66
0.9333333333333333,0.2,7,67
0.9333333333333333,0.2,7,68
0.9333333333333333,0.2,7,69
0.9333333333333333,0.2,7,70
0.9333333333333333,0.2,7,71
0.9333333333333333,0.2,7,72
0.9333333333333333,0.2,7,73
0.9333333333333333,0.2,7,74
0.9333333333333333,0.2,7,75
0.9333333333333333,0.2,7,76
0.9333333333333333,0.2,7,77
0.9333333333333333,0.2,7,78
0.9333333333333333,0.2,7,79
0.9333333333333333,0.2,7,80
0.9333333333333333,0.2,7,81
0.9333333333333333,0.2,7,82
0.9333333333333333,0.2,7,83
0.9333333333333333,0.2,7,84
0.9333333333333333,0.2,7,85
0.9333333333333333,0.2,7,86
0.9333333333333333,0.2,7,87
0.9333333333333333,0.2,7,88
0.9333333333333333,0.2,7,89
0.9333333333333333,0.2,7,90
0.9333333333333333,0.2,7,91
0.9333333333333333,0.2,7,92
0.9333333333333333,0.2,7,93
0.9333333333333333,0.2,7,94
0.9333333333333333,0.2,7,95
0.9333333333333333,0.2,7,96
0.9333333333333333,0.2,7,97
0.9333333333333333,0.2,7,98
0.9333333333333333,0.2,7,99
0.9333333333333333,0.2,7,100
0.9333333333333333,0.2,7,101
0.9333333333333333,0.2,7,102
0.9333333333333333,0.2,7,103
0.9333333333333333,0.2,7,104
0.9333333333333333,0.2,7,105
0.9333333333333333,0.2,7,106
0.9333333333333333,0.2,7,107
0.9333333333333333,0.2,7,108
0.9333333333333333,0.2,7,109
0.9333333333333333,0.2,7,110
0.9333333333333333,0.2,7,111
0.9333333333333333,0.2,7,112
0.9333333333333333,0.2,7,113
0.9333333333333333,0.2,7,114
0.9333333333333333,0.2,7,115
0.9333333333333333,0.2,7,116
0.9333333333333333,0.2,7,117
0.9333333333333333,0.2,7,118
0.9333333333333333,0.2,7,119
0.9333333333333333,0.2,7,120
0.9333333333333333,0.2,7,121
0.9333333333333333,0.2,7,122
0.9333333333333333,0.2,7,123
0.9333333333333333,0.2,7,124
0.9333333333333333,0.2,7,125
0.9333333333333333,0.2,7,126
0.9333333333333333,0.2,7,127
0.9333333333333333,0.2,7,128
0.9333333333333333,0.2,7,129
0.9333333333333333,0.2,7,130
0.9333333333333333,0.2,7,131
0.9333333333333333,0.2,7,132
0.9333333333333333,0.2,7,133
0.9333333333333333,0.2,7,134
0.9333333333333333,0.2,7,135
0.9333333333333333,0.2,7,136
0.9333333333333333,0.2,7,137
0.9333333333333333,0.2,7,138
0.9333333333333333,0.2,7,139
0.9333333333333333,0.2,7,140
0.9333333333333333,0.2,7,141
0.9333333333333333,0.2,7,142
0.9333333333333333,0.2,7,143
0.9333333333333333,0.2,7,144
0.9333333333333333,0.2,7,145
0.9333333333333333,0.2,7,146
0.9333333333333333,0.2,7,147
0.9333333333333333,0.2,7,148
0.9333333333333333,0.2,7,149
0.2,0.2,8,0
0.26666666666666666,0.2,8,1
0.3,0.2,8,2
0.3,0.2,8,3
0.3,0.2,8,4
0.36666666666666664,0.2,8,5
0.4,0.2,8,6
0.5,0.2,8,7
0.5,0.2,8,8
0.6,0.2,8,9
0.6333333333333333,0.2,8,10
0.7333333333333333,0.2,8,11
0.7666666666666667,0.2,8,12
0.8333333333333334,0.2,8,13
0.8333333333333334,0.2,8,14
0.8666666666666667,0.2,8,15
0.8666666666666667,0.2,8,16
0.8666666666666667,0.2,8,17
0.9,0.2,8,18
0.9,0.2,8,19
0.9,0.2,8,20
0.9,0.2,8,21
0.9,0.2,8,22
0.9,0.2,8,23
0.9,0.2,8,24
0.9,0.2,8,25
0.9,0.2,8,26
0.9,0.2,8,27
0.9,0.2,8,28
0.9,0.2,8,29
0.9,0.2,8,30
0.9,0.2,8,31
0.9,0.2,8,32
0.9,0.2,8,33
0.9,0.2,8,34
0.9,0.2,8,35
0.9,0.2,8,36
0.9,0.2,8,37
0.9,0.2,8,38
0.9,0.2,8,39
0.9,0.2,8,40
0.9,0.2,8,41
0.9,0.2,8,42
0.9,0.2,8,43
0.9,0.2,8,44
0.9,0.2,8,45
0.9,0.2,8,46
0.9,0.2,8,47
0.9,0.2,8,48
0.9,0.2,8,49
0.9,0.2,8,50
0.9,0.2,8,51
0.9,0.2,8,52
0.9,0.2,8,53
0.9,0.2,8,54
0.9,0.2,8,55
0.9,0.2,8,56
0.9,0.2,8,57
0.9,0.2,8,58
0.9,0.2,8,59
0.9,0.2,8,60
0.9,0.2,8,61
0.9,0.2,8,62
0.9,0.2,8,63
0.9,0.2,8,64
0.9,0.2,8,65
0.9,0.2,8,66
0.9,0.2,8,67
0.9,0.2,8,68
0.9,0.2,8,69
0.9,0.2,8,70
0.9,0.2,8,71
0.9,0.2,8,72
0.9,0.2,8,73
0.9,0.2,8,74
0.9,0.2,8,75
0.9,0.2,8,76
0.9,0.2,8,77
0.9,0.2,8,78
0.9,0.2,8,79
0.9,0.2,8,80
0.9,0.2,8,81
0.9,0.2,8,82
0.9,0.2,8,83
0.9,0.2,8,84
0.9,0.2,8,85
0.9,0.2,8,86
0.9,0.2,8,87
0.9,0.2,8,88
0.9,0.2,8,89
0.9,0.2,8,90
0.9,0.2,8,91
0.9,0.2,8,92
0.9,0.2,8,93
0.9,0.2,8,94
0.9,0.2,8,95
0.9,0.2,8,96
0.9,0.2,8,97
0.9,0.2,8,98
0.9,0.2,8,99
0.9,0.2,8,100
0.9,0.2,8,101
0.9,0.2,8,102
0.9,0.2,8,103
0.9,0.2,8,104
0.9,0.2,8,105
0.9,0.2,8,106
0.9,0.2,8,107
0.9,0.2,8,108
0.9,0.2,8,109
0.9,0.2,8,110
0.9,0.2,8,111
0.9,0.2,8,112
0.9,0.2,8,113
0.9,0.2,8,114
0.9,0.2,8,115
0.9,0.2,8,116
0.9,0.2,8,117
0.9,0.2,8,118
0.9,0.2,8,119
0.9,0.2,8,120
0.9,0.2,8,121
0.9,0.2,8,122
0.9,0.2,8,123
0.9,0.2,8,124
0.9,0.2,8,125
0.9,0.2,8,126
0.9,0.2,8,127
0.9,0.2,8,128
0.9,0.2,8,129
0.9,0.2,8,130
0.9,0.2,8,131
0.9,0.2,8,132
0.9,0.2,8,133
0.9,0.2,8,134
0.9,0.2,8,135
0.9,0.2,8,136
0.9,0.2,8,137
0.9,0.2,8,138
0.9,0.2,8,139
0.9,0.2,8,140
0.9,0.2,8,141
0.9,0.2,8,142
0.9,0.2,8,143
0.9,0.2,8,144
0.9,0.2,8,145
0.9,0.2,8,146
0.9,0.2,8,147
0.9,0.2,8,148
0.9,0.2,8,149
0.3333333333333333,0.2,9,0
0.3333333333333333,0.2,9,1
0.4,0.2,9,2
0.4,0.2,9,3
0.4666666666666667,0.2,9,4
0.5333333333333333,0.2,9,5
0.5666666666666667,0.2,9,6
0.6,0.2,9,7
0.6333333333333333,0.2,9,8
0.6666666666666666,0.2,9,9
0.7333333333333333,0.2,9,10
0.8,0.2,9,11
0.8333333333333334,0.2,9,12
0.8666666666666667,0.2,9,13
0.8666666666666667,0.2,9,14
0.9,0.2,9,15
0.9,0.2,9,16
0.9,0.2,9,17
0.9,0.2,9,18
0.9,0.2,9,19
0.9333333333333333,0.2,9,20
0.9333333333333333,0.2,9,21
0.9333333333333333,0.2,9,22
0.9333333333333333,0.2,9,23
0.9333333333333333,0.2,9,24
0.9333333333333333,0.2,9,25
0.9333333333333333,0.2,9,26
0.9333333333333333,0.2,9,27
0.9333333333333333,0.2,9,28
0.9333333333333333,0.2,9,29
0.9333333333333333,0.2,9,30
0.9333333333333333,0.2,9,31
0.9333333333333333,0.2,9,32
0.9333333333333333,0.2,9,33
0.9333333333333333,0.2,9,34
0.9333333333333333,0.2,9,35
0.9333333333333333,0.2,9,36
0.9333333333333333,0.2,9,37
0.9333333333333333,0.2,9,38
0.9333333333333333,0.2,9,39
0.9333333333333333,0.2,9,40
0.9333333333333333,0.2,9,41
0.9333333333333333,0.2,9,42
0.9333333333333333,0.2,9,43
0.9333333333333333,0.2,9,44
0.9333333333333333,0.2,9,45
0.9333333333333333,0.2,9,46
0.9333333333333333,0.2,9,47
0.9333333333333333,0.2,9,48
0.9333333333333333,0.2,9,49
0.9333333333333333,0.2,9,50
0.9333333333333333,0.2,9,51
0.9333333333333333,0.2,9,52
0.9333333333333333,0.2,9,53
0.9333333333333333,0.2,9,54
0.9333333333333333,0.2,9,55
0.9333333333333333,0.2,9,56
0.9333333333333333,0.2,9,57
0.9333333333333333,0.2,9,58
0.9333333333333333,0.2,9,59
0.9333333333333333,0.2,9,60
0.9333333333333333,0.2,9,61
0.9333333333333333,0.2,9,62
0.9333333333333333,0.2,9,63
0.9333333333333333,0.2,9,64
0.9333333333333333,0.2,9,65
0.9333333333333333,0.2,9,66
0.9333333333333333,0.2,9,67
0.9333333333333333,0.2,9,68
0.9333333333333333,0.2,9,69
0.9333333333333333,0.2,9,70
0.9333333333333333,0.2,9,71
0.9333333333333333,0.2,9,72
0.9333333333333333,0.2,9,73
0.9333333333333333,0.2,9,74
0.9333333333333333,0.2,9,75
0.9333333333333333,0.2,9,76
0.9333333333333333,0.2,9,77
0.9333333333333333,0.2,9,78
0.9333333333333333,0.2,9,79
0.9333333333333333,0.2,9,80
0.9333333333333333,0.2,9,81
0.9333333333333333,0.2,9,82
0.9333333333333333,0.2,9,83
0.9333333333333333,0.2,9,84
0.9333333333333333,0.2,9,85
0.9333333333333333,0.2,9,86
0.9333333333333333,0.2,9,87
0.9333333333333333,0.2,9,88
0.9333333333333333,0.2,9,89
0.9333333333333333,0.2,9,90
0.9333333333333333,0.2,9,91
0.9333333333333333,0.2,9,92
0.9333333333333333,0.2,9,93
0.9333333333333333,0.2,9,94
0.9333333333333333,0.2,9,95
0.9333333333333333,0.2,9,96
0.9333333333333333,0.2,9,97
0.9333333333333333,0.2,9,98
0.9333333333333333,0.2,9,99
0.9333333333333333,0.2,9,100
0.9333333333333333,0.2,9,101
0.9333333333333333,0.2,9,102
0.9333333333333333,0.2,9,103
0.9333333333333333,0.2,9,104
0.9333333333333333,0.2,9,105
0.9333333333333333,0.2,9,106
0.9333333333333333,0.2,9,107
0.9333333333333333,0.2,9,108
0.9333333333333333,0.2,9,109
0.9333333333333333,0.2,9,110
0.9333333333333333,0.2,9,111
0.9333333333333333,0.2,9,112
0.9333333333333333,0.2,9,113
0.9333333333333333,0.2,9,114
0.9333333333333333,0.2,9,115
0.9333333333333333,0.2,9,116
0.9333333333333333,0.2,9,117
0.9333333333333333,0.2,9,118
0.9333333333333333,0.2,9,119
0.9333333333333333,0.2,9,120
0.9333333333333333,0.2,9,121
0.9333333333333333,0.2,9,122
0.9333333333333333,0.2,9,123
0.9333333333333333,0.2,9,124
0.9333333333333333,0.2,9,125
0.9333333333333333,0.2,9,126
0.9333333333333333,0.2,9,127
0.9333333333333333,0.2,9,128
0.9333333333333333,0.2,9,129
0.9333333333333333,0.2,9,130
0.9333333333333333,0.2,9,131
0.9333333333333333,0.2,9,132
0.9333333333333333,0.2,9,133
0.9333333333333333,0.2,9,134
0.9333333333333333,0.2,9,135
0.9333333333333333,0.2,9,136
0.9333333333333333,0.2,9,137
0.9333333333333333,0.2,9,138
0.9333333333333333,0.2,9,139
0.9333333333333333,0.2,9,140
0.9333333333333333,0.2,9,141
0.9333333333333333,0.2,9,142
0.9333333333333333,0.2,9,143
0.9333333333333333,0.2,9,144
0.9333333333333333,0.2,9,145
0.9333333333333333,0.2,9,146
0.9333333333333333,0.2,9,147
0.9333333333333333,0.2,9,148
0.9333333333333333,0.2,9,149
0.03333333333333333,0.5,0,0
0.1,0.5,0,1
0.16666666666666666,0.5,0,2
0.16666666666666666,0.5,0,3
0.2,0.5,0,4
0.2,0.5,0,5
0.23333333333333334,0.5,0,6
0.23333333333333334,0.5,0,7
0.26666666666666666,0.5,0,8
0.3,0.5,0,9
0.36666666666666664,0.5,0,10
0.4,0.5,0,11
0.43333333333333335,0.5,0,12
0.5,0.5,0,13
0.5333333333333333,0.5,0,14
0.6,0.5,0,15
0.6333333333333333,0.5,0,16
0.6333333333333333,0.5,0,17
0.6333333333333333,0.5,0,18
0.6666666666666666,0.5,0,19
0.6666666666666666,0.5,0,20
0.6666666666666666,0.5,0,21
0.6666666666666666,0.5,0,22
0.7,0.5,0,23
0.7,0.5,0,24
0.7,0.5,0,25
0.7,0.5,0,26
0.7,0.5,0,27
0.7,0.5,0,28
0.7,0.5,0,29
0.7,0.5,0,30
0.7,0.5,0,31
0.7,0.5,0,32
0.7,0.5,0,33
0.7,0.5,0,34
0.7333333333333333,0.5,0,35
0.7333333333333333,0.5,0,36
0.7333333333333333,0.5,0,37
0.7333333333333333,0.5,0,38
0.7333333333333333,0.5,0,39
0.7333333333333333,0.5,0,40
0.7333333333333333,0.5,0,41
0.7333333333333333,0.5,0,42
0.7333333333333333,0.5,0,43
0.7333333333333333,0.5,0,44
0.7666666666666667,0.5,0,45
0.7666666666666667,0.5,0,46
0.7666666666666667,0.5,0,47
0.7666666666666667,0.5,0,48
0.7666666666666667,0.5,0,49
0.7666666666666667,0.5,0,50
0.7666666666666667,0.5,0,51
0.7666666666666667,0.5,0,52
0.7666666666666667,0.5,0,53
0.7666666666666667,0.5,0,54
0.7666666666666667,0.5,0,55
0.7666666666666667,0.5,0,56
0.7666666666666667,0.5,0,57
0.7666666666666667,0.5,0,58
0.7666666666666667,0.5,0,59
0.7666666666666667,0.5,0,60
0.7666666666666667,0.5,0,61
0.7666666666666667,0.5,0,62
0.7666666666666667,0.5,0,63
0.7666666666666667,0.5,0,64
0.7666666666666667,0.5,0,65
0.7666666666666667,0.5,0,66
0.7666666666666667,0.5,0,67
0.7666666666666667,0.5,0,68
0.7666666666666667,0.5,0,69
0.7666666666666667,0.5,0,70
0.7666666666666667,0.5,0,71
0.7666666666666667,0.5,0,72
0.7666666666666667,0.5,0,73
0.7666666666666667,0.5,0,74
0.7666666666666667,0.5,0,75
0.7666666666666667,0.5,0,76
0.7666666666666667,0.5,0,77
0.7666666666666667,0.5,0,78
0.7666666666666667,0.5,0,79
0.7666666666666667,0.5,0,80
0.7666666666666667,0.5,0,81
0.7666666666666667,0.5,0,82
0.7666666666666667,0.5,0,83
0.7666666666666667,0.5,0,84
0.7666666666666667,0.5,0,85
0.7666666666666667,0.5,0,86
0.7666666666666667,0.5,0,87
0.7666666666666667,0.5,0,88
0.7666666666666667,0.5,0,89
0.7666666666666667,0.5,0,90
0.7666666666666667,0.5,0,91
0.7666666666666667,0.5,0,92
0.7666666666666667,0.5,0,93
0.7666666666666667,0.5,0,94
0.7666666666666667,0.5,0,95
0.7666666666666667,0.5,0,96
0.7666666666666667,0.5,0,97
0.7666666666666667,0.5,0,98
0.7666666666666667,0.5,0,99
0.7666666666666667,0.5,0,100
0.7666666666666667,0.5,0,101
0.7666666666666667,0.5,0,102
0.7666666666666667,0.5,0,103
0.7666666666666667,0.5,0,104
0.7666666666666667,0.5,0,105
0.7666666666666667,0.5,0,106
0.7666666666666667,0.5,0,107
0.7666666666666667,0.5,0,108
0.7666666666666667,0.5,0,109
0.7666666666666667,0.5,0,110
0.7666666666666667,0.5,0,111
0.7666666666666667,0.5,0,112
0.7666666666666667,0.5,0,113
0.7666666666666667,0.5,0,114
0.7666666666666667,0.5,0,115
0.7666666666666667,0.5,0,116
0.7666666666666667,0.5,0,117
0.7666666666666667,0.5,0,118
0.7666666666666667,0.5,0,119
0.7666666666666667,0.5,0,120
0.7666666666666667,0.5,0,121
0.7666666666666667,0.5,0,122
0.7666666666666667,0.5,0,123
0.7666666666666667,0.5,0,124
0.7666666666666667,0.5,0,125
0.7666666666666667,0.5,0,126
0.7666666666666667,0.5,0,127
0.7666666666666667,0.5,0,128
0.7666666666666667,0.5,0,129
0.7666666666666667,0.5,0,130
0.7666666666666667,0.5,0,131
0.7666666666666667,0.5,0,132
0.7666666666666667,0.5,0,133
0.7666666666666667,0.5,0,134
0.7666666666666667,0.5,0,135
0.7666666666666667,0.5,0,136
0.7666666666666667,0.5,0,137
0.7666666666666667,0.5,0,138
0.7666666666666667,0.5,0,139
0.7666666666666667,0.5,0,140
0.7666666666666667,0.5,0,141
0.7666666666666667,0.5,0,142
0.7666666666666667,0.5,0,143
0.7666666666666667,0.5,0,144
0.7666666666666667,0.5,0,145
0.7666666666666667,0.5,0,146
0.7666666666666667,0.5,0,147
0.7666666666666667,0.5,0,148
0.7666666666666667,0.5,0,149
0.1,0.5,1,0
0.13333333333333333,0.5,1,1
0.2,0.5,1,2
0.23333333333333334,0.5,1,3
0.26666666666666666,0.5,1,4
0.3,0.5,1,5
0.3,0.5,1,6
0.3,0.5,1,7
0.36666666666666664,0.5,1,8
0.4,0.5,1,9
0.43333333333333335,0.5,1,10
0.4666666666666667,0.5,1,11
0.5,0.5,1,12
0.5333333333333333,0.5,1,13
0.5666666666666667,0.5,1,14
0.5666666666666667,0.5,1,15
0.5666666666666667,0.5,1,16
0.6,0.5,1,17
0.6,0.5,1,18
0.6,0.5,1,19
0.6,0.5,1,20
0.6333333333333333,0.5,1,21
0.6333333333333333,0.5,1,22
0.6333333333333333,0.5,1,23
0.6333333333333333,0.5,1,24
0.6333333333333333,0.5,1,25
0.6333333333333333,0.5,1,26
0.6333333333333333,0.5,1,27
0.6333333333333333,0.5,1,28
0.6666666666666666,0.5,1,29
0.6666666666666666,0.5,1,30
0.6666666666666666,0.5,1,31
0.6666666666666666,0.5,1,32
0.6666666666666666,0.5,1,33
0.6666666666666666,0.5,1,34
0.6666666666666666,0.5,1,35
0.6666666666666666,0.5,1,36
0.6666666666666666,0.5,1,37
0.6666666666666666,0.5,1,38
0.6666666666666666,0.5,1,39
0.6666666666666666,0.5,1,40
0.6666666666666666,0.5,1,41
0.6666666666666666,0.5,1,42
0.6666666666666666,0.5,1,43
0.6666666666666666,0.5,1,44
0.6666666666666666,0.5,1,45
0.6666666666666666,0.5,1,46
0.6666666666666666,0.5,1,47
0.6666666666666666,0.5,1,48
0.6666666666666666,0.5,1,49
0.6666666666666666,0.5,1,50
0.6666666666666666,0.5,1,51
0.6666666666666666,0.5,1,52
0.6666666666666666,0.5,1,53
0.6666666666666666,0.5,1,54
0.6666666666666666,0.5,1,55
0.6666666666666666,0.5,1,56
0.6666666666666666,0.5,1,57
0.6666666666666666,0.5,1,58
0.6666666666666666,0.5,1,59
0.6666666666666666,0.5,1,60
0.6666666666666666,0.5,1,61
0.6666666666666666,0.5,1,62
0.6666666666666666,0.5,1,63
0.6666666666666666,0.5,1,64
0.6666666666666666,0.5,1,65
0.6666666666666666,0.5,1,66
0.6666666666666666,0.5,1,67
0.6666666666666666,0.5,1,68
0.6666666666666666,0.5,1,69
0.6666666666666666,0.5,1,70
0.6666666666666666,0.5,1,71
0.6666666666666666,0.5,1,72
0.6666666666666666,0.5,1,73
0.6666666666666666,0.5,1,74
0.6666666666666666,0.5,1,75
0.6666666666666666,0.5,1,76
0.6666666666666666,0.5,1,77
0.6666666666666666,0.5,1,78
0.6666666666666666,0.5,1,79
0.6666666666666666,0.5,1,80
0.6666666666666666,0.5,1,81
0.6666666666666666,0.5,1,82
0.6666666666666666,0.5,1,83
0.6666666666666666,0.5,1,84
0.6666666666666666,0.5,1,85
0.6666666666666666,0.5,1,86
0.6666666666666666,0.5,1,87
0.6666666666666666,0.5,1,88
0.6666666666666666,0.5,1,89
0.6666666666666666,0.5,1,90
0.6666666666666666,0.5,1,91
0.6666666666666666,0.5,1,92
0.6666666666666666,0.5,1,93
0.6666666666666666,0.5,1,94
0.6666666666666666,0.5,1,95
0.6666666666666666,0.5,1,96
0.6666666666666666,0.5,1,97
0.6666666666666666,0.5,1,98
0.6666666666666666,0.5,1,99
0.6666666666666666,0.5,1,100
0.6666666666666666,0.5,1,101
0.6666666666666666,0.5,1,102
0.6666666666666666,0.5,1,103
0.6666666666666666,0.5,1,104
0.6666666666666666,0.5,1,105
0.6666666666666666,0.5,1,106
0.6666666666666666,0.5,1,107
0.6666666666666666,0.5,1,108
0.6666666666666666,0.5,1,109
0.6666666666666666,0.5,1,110
0.6666666666666666,0.5,1,111
0.6666666666666666,0.5,1,112
0.6666666666666666,0.5,1,113
0.6666666666666666,0.5,1,114
0.6666666666666666,0.5,1,115
0.6666666666666666,0.5,1,116
0.6666666666666666,0.5,1,117
0.6666666666666666,0.5,1,118
0.6666666666666666,0.5,1,119
0.6666666666666666,0.5,1,120
0.6666666666666666,0.5,1,121
0.6666666666666666,0.5,1,122
0.6666666666666666,0.5,1,123
0.6666666666666666,0.5,1,124
0.6666666666666666,0.5,1,125
0.6666666666666666,0.5,1,126
0.6666666666666666,0.5,1,127
0.6666666666666666,0.5,1,128
0.6666666666666666,0.5,1,129
0.6666666666666666,0.5,1,130
0.6666666666666666,0.5,1,131
0.6666666666666666,0.5,1,132
0.6666666666666666,0.5,1,133
0.6666666666666666,0.5,1,134
0.6666666666666666,0.5,1,135
0.6666666666666666,0.5,1,136
0.6666666666666666,0.5,1,137
0.6666666666666666,0.5,1,138
0.6666666666666666,0.5,1,139
0.6666666666666666,0.5,1,140
0.6666666666666666,0.5,1,141
0.6666666666666666,0.5,1,142
0.6666666666666666,0.5,1,143
0.6666666666666666,0.5,1,144
0.6666666666666666,0.5,1,145
0.6666666666666666,0.5,1,146
0.6666666666666666,0.5,1,147
0.6666666666666666,0.5,1,148
0.6666666666666666,0.5,1,149
0.13333333333333333,0.5,2,0
0.16666666666666666,0.5,2,1
0.23333333333333334,0.5,2,2
0.23333333333333334,0.5,2,3
0.23333333333333334,0.5,2,4
0.3,0.5,2,5
0.3,0.5,2,6
0.36666666666666664,0.5,2,7
0.36666666666666664,0.5,2,8
0.43333333333333335,0.5,2,9
0.43333333333333335,0.5,2,10
0.4666666666666667,0.5,2,11
0.4666666666666667,0.5,2,12
0.4666666666666667,0.5,2,13
0.4666666666666667,0.5,2,14
0.4666666666666667,0.5,2,15
0.5,0.5,2,16
0.5333333333333333,0.5,2,17
0.5333333333333333,0.5,2,18
0.5666666666666667,0.5,2,19
0.5666666666666667,0.5,2,20
0.6,0.5,2,21
0.6,0.5,2,22
0.6,0.5,2,23
0.6,0.5,2,24
0.6,0.5,2,25
0.6,0.5,2,26
0.6333333333333333,0.5,2,27
0.6333333333333333,0.5,2,28
0.6666666666666666,0.5,2,29
0.6666666666666666,0.5,2,30
